Pfam,Protein (Uniprot ID),Description,Most similar Binding-compound Tanimoto Similarity,Domain-binding similar ligands
PF00001,Q8NGY5,OR6N1_HUMAN Olfactory receptor 6N1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q96RI9,TAAR9_HUMAN Trace amine-associated receptor 9 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q01718,ACTHR_HUMAN Adrenocorticotropic hormone receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NH69,OR5W2_HUMAN Olfactory receptor 5W2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NG76,O2T33_HUMAN Olfactory receptor 2T33 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGH8,O56A4_HUMAN Olfactory receptor 56A4 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NHB1,OR2V1_HUMAN Olfactory receptor 2V1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P41597,CCR2_HUMAN C-C chemokine receptor type 2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NFJ6,PKR2_HUMAN Prokineticin receptor 2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGZ6,OR6F1_HUMAN Olfactory receptor 6F1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9GZQ6,NPFF1_HUMAN Neuropeptide FF receptor 1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,A6ND48,O14I1_HUMAN Olfactory receptor 14I1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P32249,GP183_HUMAN G-protein coupled receptor 183 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P48146,NPBW2_HUMAN Neuropeptides B/W receptor type 2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGJ3,O52E1_HUMAN Olfactory receptor 52E1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGL0,OR5L2_HUMAN Olfactory receptor 5L2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,O43613,OX1R_HUMAN Orexin/Hypocretin receptor type 1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P16473,TSHR_HUMAN Thyrotropin receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P47893,OR3A2_HUMAN Olfactory receptor 3A2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NG99,OR7G2_HUMAN Olfactory receptor 7G2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGD1,OR4N2_HUMAN Olfactory receptor 4N2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGX1,O2T34_HUMAN Olfactory receptor 2T34 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P04000,OPSR_HUMAN Long-wave-sensitive opsin 1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P31391,SSR4_HUMAN Somatostatin receptor type 4 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q6IEU7,OR5MA_HUMAN Olfactory receptor 5M10 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGS2,OR1J2_HUMAN Olfactory receptor 1J2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9UPC5,GPR34_HUMAN Probable G-protein coupled receptor 34 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,A6NDH6,O5H15_HUMAN Olfactory receptor 5H15 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P11229,ACM1_HUMAN Muscarinic acetylcholine receptor M1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGT1,OR2K2_HUMAN Olfactory receptor 2K2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,O75388,GPR32_HUMAN Probable G-protein coupled receptor 32 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P28222,5HT1B_HUMAN 5-hydroxytryptamine receptor 1B ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P51685,CCR8_HUMAN C-C chemokine receptor type 8 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGL6,O4A15_HUMAN Olfactory receptor 4A15 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,A6NKK0,OR5H1_HUMAN Olfactory receptor 5H1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P35462,DRD3_HUMAN D(3) dopamine receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P47884,OR1D4_HUMAN Olfactory receptor 1D4 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q6IF42,OR2A2_HUMAN Olfactory receptor 2A2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q6IF63,O52W1_HUMAN Olfactory receptor 52W1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGC2,OR4E2_HUMAN Olfactory receptor 4E2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGG0,OR8J3_HUMAN Olfactory receptor 8J3 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGP8,OR5M1_HUMAN Olfactory receptor 5M1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,A0A2R8Y4L6,A0A2R8Y4L6_HUMAN Olfactory receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P46091,CML2_HUMAN Chemerin-like receptor 2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P28566,5HT1E_HUMAN 5-hydroxytryptamine receptor 1E ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P30556,AGTR1_HUMAN Type-1 angiotensin II receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9BZJ6,GPR63_HUMAN Probable G-protein coupled receptor 63 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P0DMS8,AA3R_HUMAN Adenosine receptor A3 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGE5,O10A7_HUMAN Olfactory receptor 10A7 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGY9,OR2L8_HUMAN Olfactory receptor 2L8 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,O00421,CCRL2_HUMAN C-C chemokine receptor-like 2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGR2,OR1L6_HUMAN Olfactory receptor 1L6 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGX8,OR6Y1_HUMAN Olfactory receptor 6Y1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9H2C8,O51V1_HUMAN Olfactory receptor 51V1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NG95,OR7G3_HUMAN Olfactory receptor 7G3 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P58182,O12D2_HUMAN Olfactory receptor 12D2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NH63,O51H1_HUMAN Olfactory receptor 51H1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P49682,CXCR3_HUMAN C-X-C chemokine receptor type 3 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P50406,5HT6R_HUMAN 5-hydroxytryptamine receptor 6 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGI0,O52N2_HUMAN Olfactory receptor 52N2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGR1,O13A1_HUMAN Olfactory receptor 13A1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q96R48,OR2A5_HUMAN Olfactory receptor 2A5 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9H1Y3,OPN3_HUMAN Opsin-3 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,A6NND4,O2AT4_HUMAN Olfactory receptor 2AT4 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P25116,PAR1_HUMAN Proteinase-activated receptor 1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGC1,O11G2_HUMAN Olfactory receptor 11G2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9GZN0,GPR88_HUMAN G protein-coupled receptor 88 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,A6NM76,O6C76_HUMAN Olfactory receptor 6C76 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8N349,OR2LD_HUMAN Olfactory receptor 2L13 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q96RD2,O52B2_HUMAN Olfactory receptor 52B2 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9H343,O51I1_HUMAN Olfactory receptor 51I1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P25021,HRH2_HUMAN Histamine H2 receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGA4,G32P1_HUMAN Putative G-protein coupled receptor GPR32P1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q96P88,GNRR2_HUMAN Putative gonadotropin-releasing hormone II receptor ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q96RI8,TAAR6_HUMAN Trace amine-associated receptor 6 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9H244,P2Y12_HUMAN P2Y purinoceptor 12 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q86VZ1,P2RY8_HUMAN P2Y purinoceptor 8 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGS3,OR1J1_HUMAN Olfactory receptor 1J1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NH83,OR4A5_HUMAN Olfactory receptor 4A5 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P04201,MAS_HUMAN Proto-oncogene Mas ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P0DN80,OR5H8_HUMAN Olfactory receptor 5H8 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P33032,MC5R_HUMAN Melanocortin receptor 5 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q86SP6,GP149_HUMAN Probable G-protein coupled receptor 149 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGB2,OR4C5_HUMAN Olfactory receptor 4C5 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGK6,O52I1_HUMAN Olfactory receptor 52I1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGP0,OR4CD_HUMAN Olfactory receptor 4C13 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P30939,5HT1F_HUMAN 5-hydroxytryptamine receptor 1F ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGM9,OR8D4_HUMAN Olfactory receptor 8D4 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGN0,OR4D5_HUMAN Olfactory receptor 4D5 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q96G91,P2Y11_HUMAN P2Y purinoceptor 11 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q13606,OR5I1_HUMAN Olfactory receptor 5I1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q96RJ0,TAAR1_HUMAN Trace amine-associated receptor 1 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q9BZJ8,GPR61_HUMAN G-protein coupled receptor 61 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,P43116,PE2R2_HUMAN Prostaglandin E2 receptor EP2 subtype ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
PF00001,Q8NGN5,O10G8_HUMAN Olfactory receptor 10G8 ,0.53,"CHEMBL450007, CHEMBL60403, CHEMBL361255, CHEMBL187711, CHEMBL187633, CHEMBL187795, CHEMBL191365, CHEMBL189296, CHEMBL2335052, CHEMBL2335048, CHEMBL2335047"
